Customer_ID,Age,Gender,Tenure_Months,Monthly_Charges,Total_Charges,Contract_Type,Payment_Method,Internet_Service,Customer_Support_Calls,Churn
10749,37,Male,36,1290.11,50253.72,Quarterly,Net Banking,None,4,No
10750,35,Male,21,1299.01,16851.51,Quarterly,UPI,Fiber,6,No
10751,64,Male,57,4618.25,14908.47,Quarterly,Debit Card,DSL,7,Yes
10752,58,Male,67,2593.42,128366.05,Monthly,Net Banking,None,12,No
10753,66,Male,43,784.35,187912.79,Monthly,UPI,Fiber,11,No
10754,31,Female,33,3191.84,1384.45,Quarterly,Debit Card,Fiber,1,Yes
10755,32,Female,41,3208.22,145428.44,Monthly,Credit Card,None,10,No
10756,48,Male,8,790.25,131755.97,Monthly,Debit Card,None,0,No
10757,18,Female,6,4876.35,146728.53,Monthly,UPI,DSL,6,Yes
10758,20,Male,67,2948.13,71725.68,Monthly,Debit Card,DSL,14,No
10759,33,Female,18,3019.08,164278.79,Yearly,UPI,None,5,No
10760,40,Female,30,2840.52,9896.68,Monthly,Net Banking,DSL,5,Yes
10761,28,Female,34,3248.29,151330.79,Monthly,Credit Card,None,1,Yes
10762,29,Female,56,1689.35,54147.32,Monthly,Net Banking,None,2,Yes
10763,27,Male,60,1792.59,95890.72,Quarterly,Net Banking,DSL,3,Yes
10764,49,Male,30,2801.03,164704.62,Monthly,UPI,DSL,2,Yes
10765,33,Female,52,4130.09,55000.45,Quarterly,UPI,Fiber,1,No
10766,25,Female,31,724.39,37856.29,Quarterly,UPI,Fiber,2,Yes
10767,55,Male,65,3215.32,136581.32,Monthly,UPI,DSL,13,No
10768,29,Female,58,4130.5,107145.58,Monthly,Net Banking,DSL,5,No
10769,41,Male,9,1206.13,103366.37,Monthly,UPI,DSL,8,No
10770,45,Male,1,567.6,52097.13,Quarterly,UPI,Fiber,3,No
10771,25,Male,65,1907.21,7941.18,Quarterly,Net Banking,DSL,5,No
10772,45,Female,59,3146.65,82643.56,Monthly,Credit Card,Fiber,0,Yes
10773,53,Male,16,1122.27,22205.34,Monthly,Credit Card,Fiber,11,Yes
10774,43,Female,15,2417.55,181291.84,Monthly,Debit Card,Fiber,5,No
10775,25,Male,15,2985.45,9208.81,Quarterly,Net Banking,Fiber,11,No
10776,67,Female,45,3194.97,86898.52,Monthly,UPI,None,2,No
10777,45,Female,38,1734.85,11396.87,Monthly,Debit Card,DSL,8,No
10778,45,Female,30,2300.13,20013.23,Monthly,Credit Card,DSL,3,No
10779,54,Male,0,4002.53,132114.47,Quarterly,Credit Card,None,6,No
10780,58,Male,10,4735.47,129775.14,Quarterly,Net Banking,DSL,3,Yes
10781,53,Female,3,4378.46,7577.39,Monthly,UPI,Fiber,10,No
10782,44,Female,70,3039.28,1225.16,Quarterly,UPI,None,5,No
10783,34,Female,25,2346.32,16684.8,Monthly,Debit Card,Fiber,13,Yes
10784,26,Male,49,1998.3,152836.78,Yearly,Credit Card,None,6,Yes
10785,50,Male,11,1062.3,117330.72,Monthly,Debit Card,Fiber,1,No
10786,37,Male,64,979.48,8585.53,Quarterly,Debit Card,DSL,9,No
10787,30,Male,46,3597.61,98131.31,Monthly,Debit Card,DSL,5,No
10788,45,Female,52,1669.07,142693.84,Monthly,UPI,DSL,7,No
10789,65,Female,70,1645.98,173921.33,Quarterly,Credit Card,None,14,No
10790,46,Male,1,4991.88,186873.26,Monthly,Debit Card,DSL,12,No
10791,30,Male,23,1345.67,66160.67,Monthly,Credit Card,None,12,Yes
10792,63,Female,3,1166.27,28030.65,Monthly,Credit Card,Fiber,14,No
10793,52,Male,18,944.08,48148.26,Monthly,Debit Card,DSL,11,No
10794,23,Male,25,3109.12,155458.13,Monthly,Debit Card,Fiber,5,Yes
10795,35,Male,39,3325.39,194325.36,Monthly,Net Banking,DSL,1,No
10796,68,Male,49,2143.53,93812.33,Quarterly,UPI,Fiber,3,No
10797,22,Male,42,2909.36,61765.29,Quarterly,Credit Card,None,0,No
10798,64,Male,66,4047.8,86408.93,Monthly,Debit Card,DSL,14,No
10799,42,Female,11,4181.47,61657.82,Monthly,Debit Card,None,6,No
10800,19,Male,66,4810.6,52041.02,Yearly,Credit Card,None,7,No
10801,27,Male,26,4209.21,119156.4,Monthly,Debit Card,Fiber,9,No
10802,47,Female,53,3041.79,4131.46,Monthly,Net Banking,DSL,1,No
10803,67,Female,65,1308.46,52650.9,Quarterly,Credit Card,None,9,No
10804,62,Female,48,948.94,132615.03,Quarterly,Debit Card,Fiber,14,No
10805,22,Male,15,745.3,7380.48,Monthly,Credit Card,Fiber,4,No
10806,50,Female,1,3499.37,17557.16,Monthly,Debit Card,Fiber,10,No
10807,18,Male,59,4133.91,59385.83,Monthly,Debit Card,DSL,7,Yes
10808,35,Male,53,2789.08,175683.15,Yearly,UPI,DSL,10,Yes
10809,49,Male,29,746.21,153212.35,Monthly,Credit Card,Fiber,7,No
10810,64,Female,37,2909.62,5409.17,Yearly,UPI,DSL,14,No
10811,66,Female,27,4710.87,100840.85,Monthly,Debit Card,Fiber,4,No
10812,28,Female,24,3189.26,55662.81,Monthly,Credit Card,DSL,7,No
10813,38,Female,9,4142.42,130080.49,Monthly,Credit Card,DSL,13,No
10814,43,Female,59,4100.69,144589.22,Quarterly,Net Banking,Fiber,5,No
10815,42,Male,41,4694.58,172709.65,Monthly,Net Banking,Fiber,14,No
10816,39,Male,39,3966.03,95607.83,Monthly,Debit Card,DSL,14,No
10817,44,Male,41,3864.65,198895.57,Yearly,Debit Card,Fiber,4,No
10818,66,Male,46,1553.46,196017.24,Yearly,Debit Card,Fiber,12,No
10819,30,Female,36,769.66,176551.18,Monthly,Debit Card,Fiber,13,No
10820,50,Female,21,2829.2,115399.03,Monthly,Net Banking,Fiber,10,No
10821,51,Male,56,1059.95,80203.28,Quarterly,Credit Card,DSL,3,No
10822,58,Female,26,4829.88,73512.88,Quarterly,UPI,None,4,Yes
10823,52,Female,40,1804.66,3412.83,Monthly,Credit Card,DSL,11,Yes
10824,18,Male,33,4338.25,50585.72,Yearly,Credit Card,Fiber,3,No
10825,38,Male,31,2244.31,144042.84,Monthly,Net Banking,Fiber,0,Yes
10826,65,Female,65,1954.37,121122.79,Quarterly,Credit Card,DSL,2,No
10827,23,Female,11,4708.21,183368.02,Monthly,Credit Card,Fiber,7,Yes
10828,45,Male,39,2134.95,10954.43,Monthly,Debit Card,DSL,6,No
10829,34,Male,9,2256.3,31900.04,Monthly,UPI,None,11,Yes
10830,22,Male,47,977.41,158059.51,Quarterly,Credit Card,Fiber,14,No
10831,48,Female,19,3517.01,72343.02,Yearly,Credit Card,None,6,Yes
10832,22,Male,38,1799.78,24550.72,Monthly,UPI,None,10,No
10833,55,Male,59,3135.22,199293.65,Monthly,Debit Card,Fiber,2,No
10834,20,Female,65,3161.08,157662.81,Monthly,Net Banking,Fiber,8,No
10835,40,Female,64,3736.4,82339.47,Yearly,Net Banking,DSL,14,No
10836,54,Female,50,3853.59,164846.15,Yearly,Credit Card,DSL,5,No
10837,54,Female,35,2815.04,136440.17,Quarterly,Debit Card,Fiber,7,No
10838,27,Female,23,1989.46,158204.98,Monthly,Net Banking,DSL,7,No
10839,27,Male,26,4268.53,163226.07,Yearly,Net Banking,None,2,Yes
10840,36,Male,1,1894.4,17861.01,Monthly,Net Banking,None,3,Yes
10841,34,Female,30,2783.79,124971.6,Monthly,Net Banking,Fiber,13,No
10842,38,Female,56,2305.64,2350.33,Monthly,Net Banking,DSL,5,Yes
10843,31,Female,65,4347.85,9647.79,Monthly,Credit Card,Fiber,1,No
10844,26,Female,28,2443.63,180892.02,Quarterly,Net Banking,None,11,No
10845,63,Female,14,2237.45,105985.18,Quarterly,Credit Card,Fiber,11,No
10846,18,Male,11,3604.21,147444.5,Monthly,UPI,Fiber,10,Yes
10847,68,Male,27,3210.98,167861.7,Monthly,UPI,Fiber,11,No
10848,62,Male,23,982.61,189967.77,Monthly,Debit Card,Fiber,6,No
10849,30,Male,20,2786.76,174001.22,Monthly,Credit Card,None,1,No
10850,21,Female,9,3809.65,97178.98,Monthly,Debit Card,Fiber,10,No
10851,18,Male,17,4964.34,67858.09,Monthly,UPI,Fiber,4,Yes
10852,66,Female,13,3331.16,31744.15,Quarterly,UPI,DSL,11,No
10853,57,Female,33,2166.32,80663.98,Yearly,UPI,Fiber,3,No
10854,49,Female,57,1517.68,73932.22,Yearly,UPI,DSL,8,Yes
10855,51,Male,21,4427.74,112355.39,Yearly,Net Banking,Fiber,12,Yes
10856,45,Female,69,4165.54,133436.37,Quarterly,UPI,DSL,12,No
10857,48,Male,35,1552.65,195686.77,Monthly,Net Banking,Fiber,14,No
10858,25,Male,44,1402.84,145948.85,Yearly,Net Banking,DSL,1,No
10859,56,Female,35,3718.12,129105.96,Monthly,Debit Card,Fiber,6,Yes
10860,43,Female,21,1917.28,67683.39,Quarterly,Net Banking,Fiber,12,No
10861,51,Female,60,1878.79,7866.27,Monthly,Debit Card,DSL,6,No
10862,20,Male,55,1185.31,58336.9,Quarterly,Net Banking,Fiber,6,No
10863,67,Female,32,1687.89,153921.13,Monthly,Net Banking,Fiber,0,No
10864,29,Male,44,2423.78,41849.12,Monthly,UPI,Fiber,7,No
10865,18,Female,35,3797.77,142725.45,Monthly,Credit Card,Fiber,1,Yes
10866,61,Female,19,2013.39,116376.19,Monthly,Net Banking,None,14,No
10867,22,Male,17,1978.72,35199.52,Yearly,Credit Card,Fiber,14,No
10868,47,Male,37,1782.11,53063.34,Monthly,Credit Card,None,4,No
10869,47,Male,66,2652.28,99764.42,Monthly,Credit Card,None,1,No
10870,34,Male,22,1312.87,84256.57,Yearly,Net Banking,Fiber,12,No
10871,65,Male,15,2685.34,155934.21,Quarterly,Credit Card,DSL,4,No
10872,64,Male,58,3668.79,147146.52,Monthly,Net Banking,DSL,6,No
10873,40,Female,68,634.06,115340.33,Monthly,UPI,Fiber,5,Yes
10874,32,Female,67,544.01,164632.67,Monthly,Net Banking,None,12,No
10875,54,Male,20,838.05,112971.24,Yearly,Debit Card,DSL,14,Yes
10876,38,Female,69,2910.47,192913.46,Quarterly,UPI,Fiber,11,No
10877,31,Male,11,4345.05,44227.6,Yearly,Credit Card,Fiber,4,Yes
10878,19,Female,15,521.98,143112.27,Monthly,Credit Card,None,3,No
10879,28,Female,13,4714.98,74618.88,Monthly,Debit Card,DSL,7,No
10880,68,Male,60,978.25,56514.27,Monthly,UPI,Fiber,10,No
10881,56,Male,70,4288.93,36897.11,Quarterly,Debit Card,DSL,13,Yes
10882,55,Male,45,2672.85,110948.19,Monthly,Credit Card,Fiber,7,No
10883,51,Female,31,3467.11,43878.42,Monthly,Net Banking,Fiber,0,No
10884,55,Male,14,2798.07,40869.82,Monthly,Credit Card,Fiber,9,Yes
10885,67,Female,43,2646.72,198115.85,Monthly,Debit Card,None,1,No
10886,51,Male,16,4257.05,160547.74,Quarterly,Net Banking,None,2,No
10887,35,Female,40,3901.49,149907.09,Monthly,Net Banking,None,12,No
10888,47,Female,53,2675.31,159018.06,Monthly,Credit Card,DSL,0,No
10889,32,Male,43,1002.36,193815.65,Monthly,Net Banking,None,10,No
10890,44,Female,4,1019.31,115082.06,Yearly,UPI,None,2,No
10891,68,Female,26,4106.93,44828.53,Monthly,Credit Card,DSL,9,No
10892,51,Male,42,2882.26,172579.72,Monthly,Credit Card,DSL,11,Yes
10893,69,Female,30,2667.15,148803.42,Monthly,UPI,DSL,7,Yes
10894,55,Male,16,3562.55,83447.35,Monthly,Credit Card,DSL,3,No
10895,50,Male,53,4364.79,95240.33,Yearly,Debit Card,None,12,No
10896,41,Male,61,3329.93,82839.23,Monthly,Debit Card,None,12,Yes
10897,32,Male,31,3932.82,186058.49,Yearly,Credit Card,DSL,6,No
10898,47,Female,39,3943.72,69362.79,Monthly,UPI,None,6,No
10899,59,Female,12,2103.18,192733.37,Yearly,Net Banking,Fiber,10,Yes
10900,68,Female,34,1733.37,182144.08,Quarterly,UPI,None,4,Yes
10901,34,Male,4,4105.24,126473.71,Monthly,Debit Card,Fiber,11,No
10902,22,Female,28,2197.3,116384.53,Quarterly,Credit Card,DSL,0,No
10903,46,Female,69,4565.01,74647.77,Monthly,UPI,DSL,9,No
10904,21,Male,24,813.61,4649.34,Monthly,Net Banking,None,3,No
10905,27,Male,21,761.98,26397.01,Monthly,Net Banking,DSL,6,No
10906,34,Female,65,4671.52,151092.03,Monthly,Net Banking,None,13,No
10907,27,Male,44,3418.05,94836.49,Quarterly,Net Banking,None,4,Yes
10908,34,Male,68,2208.2,30817.79,Monthly,UPI,None,1,No
10909,37,Male,71,3897.77,53528.21,Quarterly,Net Banking,None,13,No
10910,41,Male,0,3525.47,189619.54,Monthly,Debit Card,Fiber,7,No
10911,22,Female,43,2890.4,74059.43,Monthly,Net Banking,Fiber,1,No
10912,51,Male,38,944.93,181628.71,Yearly,Debit Card,DSL,10,Yes
10913,23,Male,53,4154.81,61622.53,Quarterly,UPI,Fiber,7,No
10914,19,Male,28,4397.1,109100.8,Quarterly,Debit Card,DSL,12,No
10915,30,Male,53,1274.76,5074.94,Quarterly,UPI,DSL,10,No
10916,60,Male,15,4327.3,104853.15,Yearly,Net Banking,None,1,Yes
10917,60,Male,19,4450.31,127751.46,Monthly,Credit Card,None,10,No
10918,65,Male,45,2972.43,47626.71,Quarterly,Debit Card,None,4,No
10919,28,Male,66,3452.81,116208.5,Monthly,Debit Card,None,3,Yes
10920,68,Female,64,2220.07,129786.39,Monthly,Credit Card,None,0,Yes
10921,64,Male,57,1768.06,137690.33,Monthly,UPI,None,13,No
10922,40,Female,52,3748.92,155504.26,Monthly,UPI,Fiber,11,Yes
10923,33,Male,0,4378.44,62956.51,Monthly,Net Banking,DSL,7,No
10924,48,Male,65,3443.35,113987.61,Yearly,Debit Card,DSL,9,No
10925,28,Male,28,2802.16,196334.23,Quarterly,UPI,None,11,No
10926,33,Male,69,1215.16,179730.69,Monthly,Net Banking,Fiber,2,No
10927,25,Female,7,740.56,190580.42,Monthly,UPI,None,12,No
10928,21,Male,28,2505.61,77841.14,Monthly,Credit Card,Fiber,3,No
10929,57,Male,50,722.07,157598.69,Monthly,Credit Card,Fiber,3,Yes
10930,21,Female,32,3062.01,124359.69,Quarterly,Credit Card,DSL,4,Yes
10931,42,Female,2,2222.28,17464.28,Monthly,Net Banking,DSL,2,Yes
10932,20,Male,59,3907.35,164972.1,Monthly,Debit Card,Fiber,8,No
10933,49,Female,34,1875.42,135743.15,Yearly,Credit Card,DSL,3,No
10934,20,Female,68,3168.42,40584.55,Quarterly,Credit Card,Fiber,13,Yes
10935,44,Female,19,2919.58,16867.97,Quarterly,UPI,Fiber,9,No
10936,46,Male,38,521.21,167567.4,Quarterly,Credit Card,Fiber,14,No
10937,49,Male,3,825.75,16701.46,Monthly,Debit Card,DSL,10,No
10938,67,Male,18,1806.66,19179.42,Monthly,Net Banking,None,10,Yes
10939,68,Female,44,4470.06,86054.25,Quarterly,Credit Card,DSL,3,No
10940,36,Male,42,1161.57,27824.77,Quarterly,Net Banking,None,5,No
10941,38,Female,12,3699.02,182820.25,Monthly,Net Banking,DSL,14,Yes
10942,22,Male,12,4880.15,94586.5,Monthly,Debit Card,DSL,7,No
10943,35,Male,59,4057.55,114261.05,Quarterly,UPI,None,12,Yes
10944,45,Female,56,1593.25,185693.11,Monthly,UPI,Fiber,6,No
10945,59,Male,51,4587.64,106522.38,Monthly,Net Banking,None,3,No
10946,39,Female,52,918.98,71364.64,Monthly,Credit Card,Fiber,3,No
10947,38,Female,42,2606.64,159633.87,Monthly,Net Banking,Fiber,4,Yes
10948,23,Male,71,4493.94,89127.19,Monthly,UPI,DSL,9,No
10949,18,Female,71,3385.7,64375.42,Monthly,Credit Card,DSL,4,Yes
10950,22,Male,41,2361.4,144922.66,Quarterly,UPI,DSL,11,No
10951,58,Male,25,1817.66,160519.53,Monthly,Debit Card,DSL,0,No
10952,29,Female,22,2187.95,158551.52,Monthly,UPI,DSL,12,No
10953,43,Male,42,2790.24,195557.21,Monthly,Credit Card,None,7,No
10954,63,Female,27,1935.7,157546.72,Yearly,Credit Card,None,9,Yes
10955,51,Male,8,4860.36,154216.75,Monthly,Net Banking,None,12,No
10956,66,Male,19,4698.85,171639.57,Monthly,Credit Card,None,4,Yes
10957,31,Male,55,4418.02,1036.85,Quarterly,Debit Card,DSL,2,Yes
10958,43,Male,38,2398.23,73123.85,Monthly,UPI,None,2,No
10959,62,Male,50,3610.86,147783.02,Monthly,Net Banking,None,3,No
10960,44,Female,11,4562.73,120344.08,Monthly,Net Banking,Fiber,11,Yes
10961,26,Female,54,4326.93,36336.83,Yearly,Credit Card,DSL,6,No
10962,43,Female,10,2364.47,61442.88,Yearly,Debit Card,None,4,Yes
10963,64,Female,25,1005.74,68021.73,Yearly,Net Banking,None,0,Yes
10964,39,Female,41,840.34,113997.79,Monthly,Debit Card,None,13,Yes
10965,64,Female,26,3096.79,166488.06,Yearly,Debit Card,DSL,11,No
10966,47,Male,10,3391.83,186565.86,Monthly,UPI,None,12,No
10967,60,Male,37,4324.29,150268.39,Quarterly,UPI,Fiber,4,No
10968,65,Female,42,1816.32,168747.13,Quarterly,UPI,DSL,13,Yes
10969,34,Female,18,1253.62,94549.1,Monthly,Debit Card,Fiber,4,No
10970,43,Male,63,2205.53,78565.29,Quarterly,UPI,DSL,5,No
10971,53,Male,5,2091.09,79149.0,Monthly,Net Banking,None,13,No
10972,18,Male,45,1096.11,123591.67,Monthly,Net Banking,DSL,6,No
10973,25,Female,41,3525.27,25723.1,Yearly,Credit Card,DSL,4,No
10974,66,Female,64,2789.11,116319.34,Monthly,Debit Card,DSL,14,No
10975,52,Female,71,3745.05,133361.44,Monthly,UPI,Fiber,12,No
10976,69,Male,58,2087.11,88342.84,Monthly,Net Banking,DSL,10,No
10977,32,Male,51,1965.66,190680.27,Yearly,Debit Card,None,13,No
10978,64,Female,46,2626.59,122034.44,Monthly,Debit Card,DSL,1,No
10979,39,Female,6,4448.33,44779.89,Monthly,UPI,DSL,13,Yes
10980,31,Male,10,681.27,96364.04,Yearly,Debit Card,None,1,No
10981,43,Male,60,4121.75,135405.48,Monthly,UPI,None,12,No
10982,45,Male,67,2160.44,65402.2,Monthly,UPI,Fiber,3,Yes
10983,40,Male,24,4345.79,16848.68,Quarterly,UPI,None,0,Yes
10984,31,Female,11,4109.91,117103.69,Monthly,Debit Card,None,6,No
10985,41,Male,25,2069.43,189626.16,Quarterly,Debit Card,None,12,No
10986,19,Male,11,3622.44,97529.33,Monthly,UPI,DSL,0,Yes
10987,62,Male,42,1218.35,181315.71,Yearly,Debit Card,Fiber,2,No
10988,43,Female,50,4533.27,167169.69,Yearly,UPI,None,9,No
10989,31,Female,36,2320.21,30335.14,Monthly,Credit Card,None,6,Yes
10990,68,Male,45,2550.32,141925.81,Monthly,Debit Card,None,10,Yes
10991,24,Male,52,3675.92,87657.64,Yearly,Debit Card,DSL,11,No
10992,20,Male,12,4193.78,50799.02,Monthly,Credit Card,DSL,11,No
10993,64,Female,53,1563.54,137700.73,Monthly,Credit Card,Fiber,5,No
10994,40,Female,56,3476.08,148789.48,Quarterly,Credit Card,Fiber,14,Yes
10995,63,Female,3,2263.99,36799.37,Quarterly,UPI,DSL,14,No
10996,60,Male,48,2159.16,182974.49,Quarterly,UPI,None,6,Yes
10997,64,Female,6,3605.12,150478.3,Monthly,Net Banking,None,4,No
10998,62,Male,10,2242.32,186741.72,Monthly,Credit Card,Fiber,7,Yes
10999,35,Male,53,2057.49,64097.57,Yearly,Net Banking,None,5,Yes
11000,55,Male,44,4261.5,187927.67,Quarterly,UPI,DSL,11,No
11001,52,Female,22,955.74,74335.01,Quarterly,Debit Card,Fiber,3,No
11002,68,Male,27,3541.52,11739.98,Yearly,Credit Card,DSL,13,Yes
11003,32,Female,56,1619.26,152830.91,Quarterly,Debit Card,DSL,10,No
11004,42,Female,25,569.74,140998.12,Monthly,UPI,None,0,No
11005,54,Male,24,1250.44,119984.29,Quarterly,Credit Card,DSL,1,No
11006,45,Male,53,3229.98,98488.86,Monthly,Net Banking,DSL,11,No
11007,27,Female,28,3691.07,7400.89,Monthly,Net Banking,None,5,No
11008,56,Male,35,594.76,125294.85,Monthly,UPI,DSL,3,No
11009,34,Female,13,663.91,83950.09,Quarterly,Debit Card,None,2,Yes
11010,56,Male,34,4561.44,112481.67,Yearly,UPI,DSL,6,No
11011,39,Female,29,829.88,86434.95,Monthly,Debit Card,None,6,Yes
11012,43,Female,16,4523.82,193245.17,Monthly,UPI,None,1,Yes
11013,61,Female,66,1526.75,121217.67,Monthly,Net Banking,Fiber,7,Yes
11014,42,Female,29,3830.08,150098.03,Quarterly,Debit Card,DSL,14,Yes
11015,34,Male,44,1893.8,187333.04,Quarterly,UPI,DSL,14,No
11016,30,Male,50,4364.38,118728.27,Monthly,Credit Card,Fiber,10,No
11017,37,Female,46,3652.05,3400.44,Quarterly,Net Banking,None,0,No
11018,42,Female,52,2308.16,7824.04,Monthly,Net Banking,None,10,Yes
11019,21,Male,63,843.36,140765.35,Monthly,Credit Card,Fiber,9,No
11020,27,Male,37,3797.15,56537.94,Monthly,UPI,Fiber,6,No
11021,20,Male,63,3275.98,116296.57,Yearly,Debit Card,None,9,No
11022,58,Male,6,513.1,41253.16,Monthly,Net Banking,None,11,Yes
11023,62,Male,21,542.39,54779.53,Quarterly,UPI,Fiber,0,Yes
11024,35,Male,40,4139.57,101423.57,Monthly,Credit Card,DSL,12,No
11025,64,Female,9,1667.3,195138.32,Monthly,Debit Card,None,11,No
11026,53,Male,56,3362.6,123637.83,Monthly,UPI,Fiber,14,No
11027,64,Male,6,2543.96,187293.47,Monthly,UPI,DSL,13,Yes
11028,39,Female,49,4385.44,191916.59,Monthly,Net Banking,DSL,2,Yes
11029,51,Male,51,4626.33,42413.89,Quarterly,Net Banking,DSL,2,Yes
11030,64,Male,32,4985.63,62927.53,Monthly,Debit Card,DSL,9,No
11031,25,Male,0,1191.58,154228.46,Quarterly,UPI,Fiber,13,No
11032,57,Male,52,4383.34,173486.04,Monthly,Credit Card,None,1,Yes
11033,66,Male,59,1697.1,104326.12,Monthly,Credit Card,DSL,13,No
11034,61,Female,33,3158.67,198651.99,Monthly,Debit Card,DSL,9,No
11035,36,Male,3,2775.98,3302.87,Yearly,UPI,Fiber,12,No
11036,59,Female,16,580.95,60618.94,Monthly,Net Banking,DSL,4,Yes
11037,58,Female,3,4697.47,125009.19,Monthly,UPI,Fiber,3,No
11038,54,Male,42,852.47,94388.69,Yearly,Net Banking,Fiber,12,No
11039,23,Female,3,3596.99,24203.99,Monthly,Credit Card,None,5,No
11040,69,Male,0,4032.53,74189.63,Quarterly,Debit Card,DSL,1,No
11041,43,Female,70,4078.8,6063.98,Monthly,Debit Card,None,13,Yes
11042,51,Female,49,1109.73,128906.46,Quarterly,Debit Card,Fiber,3,Yes
11043,62,Male,60,2514.06,178655.77,Monthly,Net Banking,DSL,11,No
11044,23,Male,34,4232.43,177089.95,Yearly,Credit Card,Fiber,6,No
11045,54,Male,7,1862.06,140209.35,Monthly,Credit Card,Fiber,0,No
11046,50,Male,23,2604.87,93688.27,Monthly,Debit Card,Fiber,12,No
11047,39,Male,35,1727.57,102894.29,Monthly,Debit Card,DSL,10,No
11048,38,Female,49,2585.98,28246.85,Monthly,Net Banking,Fiber,2,No
11049,23,Female,42,4495.27,68862.4,Quarterly,Net Banking,Fiber,0,No
11050,23,Female,26,2548.06,38357.89,Monthly,UPI,DSL,1,No
11051,65,Female,31,3001.6,164418.84,Monthly,Net Banking,None,8,No
11052,21,Female,17,2317.89,183036.03,Monthly,UPI,Fiber,9,No
11053,47,Female,27,2570.53,107847.73,Monthly,Debit Card,None,4,No
11054,28,Female,28,568.28,145825.04,Monthly,Credit Card,None,12,Yes
11055,47,Male,15,1776.85,25171.49,Monthly,Net Banking,None,3,No
11056,48,Male,46,2464.62,122098.39,Quarterly,Credit Card,None,11,No
11057,41,Female,58,3352.09,140855.41,Yearly,Net Banking,None,3,No
11058,26,Female,30,2525.23,91100.86,Monthly,Net Banking,None,7,No
11059,20,Male,3,2020.18,49411.34,Quarterly,UPI,DSL,11,No
11060,68,Male,36,2246.44,175597.53,Monthly,Net Banking,DSL,2,No
11061,48,Male,16,1590.32,148838.84,Monthly,Debit Card,None,14,Yes
11062,57,Male,38,4660.22,180071.6,Monthly,Credit Card,DSL,11,No
11063,54,Female,47,2847.84,163862.13,Monthly,Net Banking,DSL,11,No
11064,53,Male,45,560.34,198084.51,Monthly,Credit Card,None,3,No
11065,41,Female,47,587.51,39242.37,Yearly,Credit Card,None,1,No
11066,48,Female,38,4878.33,18262.81,Yearly,Credit Card,Fiber,5,Yes
11067,23,Female,3,1496.53,68063.56,Monthly,Net Banking,DSL,11,Yes
11068,19,Male,29,4125.24,26671.83,Monthly,UPI,None,8,No
11069,37,Male,29,762.24,105102.89,Yearly,Credit Card,DSL,11,Yes
11070,45,Female,21,4645.23,126972.75,Monthly,Credit Card,DSL,3,No
11071,28,Female,65,4434.88,116079.43,Quarterly,Net Banking,DSL,10,Yes
11072,21,Female,11,3069.92,52588.79,Monthly,Net Banking,Fiber,5,Yes
11073,32,Male,35,540.49,181855.98,Monthly,Debit Card,None,3,No
11074,23,Female,17,1660.15,5213.3,Monthly,Debit Card,DSL,13,No
11075,66,Male,52,2330.7,70254.66,Yearly,UPI,None,1,Yes
11076,47,Female,70,2570.29,144079.5,Yearly,UPI,DSL,12,Yes
11077,55,Female,0,1839.55,153618.86,Monthly,UPI,None,13,No
11078,68,Female,57,648.27,83807.59,Quarterly,UPI,None,5,No
11079,19,Male,5,3155.57,4365.05,Monthly,Credit Card,None,11,No
11080,32,Male,69,2858.7,123990.69,Monthly,Net Banking,DSL,6,Yes
11081,28,Female,43,1773.5,13555.84,Quarterly,Debit Card,Fiber,3,No
11082,25,Male,71,670.89,22463.3,Monthly,Credit Card,None,11,Yes
11083,43,Female,23,4975.67,130399.89,Monthly,Net Banking,Fiber,10,No
11084,68,Male,18,2668.94,63185.18,Monthly,Net Banking,None,6,No
11085,62,Male,17,3902.02,70258.0,Yearly,Credit Card,Fiber,12,No
11086,61,Male,29,2535.41,97874.61,Yearly,Credit Card,None,10,No
11087,22,Female,41,694.27,195737.1,Quarterly,Debit Card,Fiber,7,Yes
11088,23,Male,32,1893.2,193123.0,Monthly,UPI,None,10,No
11089,43,Male,11,1940.5,83835.94,Quarterly,UPI,None,2,No
11090,21,Female,26,4272.59,53834.34,Monthly,Debit Card,Fiber,14,No
11091,36,Female,38,3444.03,61215.84,Yearly,Debit Card,None,1,No
11092,37,Female,8,1739.43,54487.48,Monthly,UPI,DSL,4,Yes
11093,50,Female,20,4854.83,106916.92,Monthly,Credit Card,None,1,No
11094,37,Male,28,1946.94,121765.1,Monthly,UPI,None,9,Yes
11095,66,Male,32,4992.05,98267.1,Quarterly,Net Banking,DSL,4,No
11096,29,Male,61,4982.74,82190.88,Quarterly,Net Banking,DSL,9,No
11097,64,Male,14,1360.45,43045.72,Monthly,Debit Card,DSL,14,Yes
11098,18,Male,1,1907.34,97018.61,Monthly,UPI,Fiber,12,Yes
11099,43,Female,51,2687.2,68879.44,Quarterly,UPI,DSL,5,No
11100,31,Male,43,3488.45,108777.5,Monthly,Net Banking,Fiber,7,No
11101,55,Male,53,2876.21,135362.69,Quarterly,UPI,DSL,5,Yes
11102,54,Male,17,4862.49,127029.12,Yearly,Debit Card,Fiber,3,Yes
11103,28,Female,2,3757.95,93035.55,Monthly,Debit Card,DSL,2,No
11104,53,Female,6,1454.2,111654.43,Monthly,Net Banking,DSL,13,No
11105,30,Male,42,972.94,57686.37,Monthly,UPI,None,13,No
11106,60,Female,37,3597.81,5823.81,Monthly,UPI,DSL,1,No
